# $mu_r_imag
# x[Hz]    y[-]
1000000	0
3000000	0
5000000	0
8000000	0.5
10000000	1
12000000	2
15000000	5
18000000	12
20000000	25
25000000	60
30000000	72
40000000	76
50000000	73
70000000	66
100000000	58
150000000	50
200000000	45
300000000	37
500000000	28
700000000	22
1000000000	18
